image_id,label,xmin,ymin,xmax,ymax,bbox_width,bbox_height,bbox_area
001190,1,213,105,311,202,98,97,9506
001191,1,299,147,408,240,109,93,10137
001192,1,365,134,477,278,112,144,16128
001193,1,119,73,529,311,410,238,97580
001194,1,195,93,401,258,206,165,33990
001195,1,252,119,482,387,230,268,61640
001196,1,384,137,696,384,312,247,77064
001197,1,205,13,674,489,469,476,223244
001198,1,305,57,653,471,348,414,144072
001199,1,313,227,412,311,99,84,8316
001200,1,483,189,658,311,175,122,21350
001201,1,416,214,587,326,171,112,19152
001202,1,269,250,398,337,129,87,11223
001203,1,405,164,610,343,205,179,36695
001204,1,571,176,791,352,220,176,38720
001205,1,408,173,590,336,182,163,29666
001206,1,267,118,382,242,115,124,14260
001207,1,414,135,502,236,88,101,8888
001208,1,300,83,452,198,152,115,17480
001209,1,320,85,463,215,143,130,18590
001210,1,312,174,414,303,102,129,13158
001211,1,311,105,650,216,339,111,37629
001212,1,193,258,337,386,144,128,18432
001213,1,278,211,384,324,106,113,11978
001214,1,248,233,346,324,98,91,8918
001215,1,265,106,300,147,35,41,1435
001216,1,336,96,380,159,44,63,2772
001217,1,285,115,370,199,85,84,7140
001218,1,421,136,553,272,132,136,17952
001219,1,411,142,476,230,65,88,5720
001220,1,297,120,460,258,163,138,22494
001221,1,161,131,260,242,99,111,10989
001222,1,298,130,387,228,89,98,8722
001223,1,408,106,505,210,97,104,10088
001224,1,257,179,341,276,84,97,8148
001225,1,365,110,472,224,107,114,12198
001226,1,257,168,332,244,75,76,5700
001227,1,200,156,308,228,108,72,7776
001228,1,395,317,468,421,73,104,7592
001229,1,353,84,467,173,114,89,10146
001230,1,452,252,554,346,102,94,9588
001231,1,476,262,583,372,107,110,11770
001232,1,294,183,380,258,86,75,6450
001233,1,227,148,398,323,171,175,29925
001234,1,382,137,582,331,200,194,38800
001235,1,233,129,412,303,179,174,31146
001236,1,212,228,408,355,196,127,24892
001237,1,358,105,559,204,201,99,19899
001238,1,418,78,577,220,159,142,22578
001239,1,334,99,581,234,247,135,33345
001240,1,440,271,504,341,64,70,4480
001241,1,426,239,511,311,85,72,6120
001242,1,187,75,326,180,139,105,14595
001243,1,372,125,448,195,76,70,5320
001244,1,410,110,490,190,80,80,6400
001245,1,68,71,557,317,489,246,120294
001246,1,319,176,378,252,59,76,4484
001247,1,191,87,249,153,58,66,3828
001248,1,319,183,481,361,162,178,28836
001249,1,215,228,373,399,158,171,27018
001250,1,308,102,445,191,137,89,12193
001251,1,354,95,449,188,95,93,8835
001252,1,325,118,413,200,88,82,7216
001253,1,373,106,465,194,92,88,8096
001254,1,471,104,569,187,98,83,8134
001255,1,250,89,339,147,89,58,5162
001256,1,247,149,322,211,75,62,4650
001257,1,284,134,440,246,156,112,17472
001258,1,213,67,418,192,205,125,25625
001259,1,267,86,453,231,186,145,26970
001260,1,179,156,274,258,95,102,9690
001261,1,263,114,367,281,104,167,17368
001262,1,47,114,180,263,133,149,19817
001263,1,196,67,326,175,130,108,14040
001264,1,219,53,402,203,183,150,27450
001265,1,240,29,425,184,185,155,28675
001266,1,209,140,273,198,64,58,3712
001267,1,249,156,323,227,74,71,5254
001268,1,339,187,426,275,87,88,7656
001269,1,349,125,480,223,131,98,12838
001270,1,149,179,327,332,178,153,27234
001271,1,472,147,537,219,65,72,4680
001272,1,380,121,448,200,68,79,5372
001273,1,163,98,225,171,62,73,4526
001274,1,417,123,484,206,67,83,5561
001275,1,385,119,486,219,101,100,10100
001276,1,348,93,417,174,69,81,5589
001277,1,295,171,460,327,165,156,25740
001278,1,149,189,282,321,133,132,17556
001279,1,150,147,270,270,120,123,14760
001280,1,195,155,309,284,114,129,14706
001281,1,363,143,441,240,78,97,7566
001282,1,331,152,407,237,76,85,6460
001283,1,238,108,290,173,52,65,3380
001284,1,241,163,386,284,145,121,17545
001285,1,499,215,612,339,113,124,14012
001286,1,497,134,565,211,68,77,5236
001287,1,327,107,489,244,162,137,22194
001288,1,234,110,366,240,132,130,17160
001289,1,152,76,299,176,147,100,14700
001290,1,313,170,410,246,97,76,7372
001291,1,324,203,404,274,80,71,5680
001292,1,220,135,376,244,156,109,17004
001293,1,401,87,594,194,193,107,20651
001294,1,151,26,598,363,447,337,150639
001295,1,292,122,404,256,112,134,15008
001296,1,264,93,398,220,134,127,17018
001297,1,115,127,404,331,289,204,58956
001298,1,102,107,353,312,251,205,51455
001299,1,377,198,456,282,79,84,6636
001300,1,136,79,360,284,224,205,45920
001301,1,167,116,672,306,505,190,95950
001302,1,147,130,585,306,438,176,77088
001303,1,337,126,606,333,269,207,55683
001304,1,29,116,338,349,309,233,71997
001305,1,100,78,436,315,336,237,79632
001306,1,1,81,324,325,323,244,78812
001307,1,302,122,419,213,117,91,10647
001308,1,280,170,376,252,96,82,7872
001309,1,236,161,342,255,106,94,9964
001310,1,201,171,329,258,128,87,11136
001311,1,236,236,325,311,89,75,6675
001312,1,87,41,270,184,183,143,26169
001313,1,368,119,454,196,86,77,6622
001314,1,333,216,502,295,169,79,13351
001315,1,381,140,461,211,80,71,5680
001316,1,381,167,558,336,177,169,29913
001317,1,211,208,469,382,258,174,44892
001318,1,365,224,456,312,91,88,8008
001319,1,424,194,520,276,96,82,7872
001320,1,327,206,375,259,48,53,2544
001321,1,480,241,628,367,148,126,18648
001322,1,311,146,354,208,43,62,2666
001323,1,275,91,424,212,149,121,18029
001324,1,292,138,320,195,28,57,1596
001325,1,225,211,348,332,123,121,14883
001326,1,407,177,527,312,120,135,16200
001327,1,196,65,585,267,389,202,78578
001328,1,301,143,384,220,83,77,6391
001329,1,309,119,389,199,80,80,6400
001330,1,255,37,424,174,169,137,23153
001331,1,424,142,513,212,89,70,6230
001332,1,521,126,579,200,58,74,4292
001333,1,228,105,320,168,92,63,5796
001334,1,46,138,140,226,94,88,8272
001335,1,328,131,392,216,64,85,5440
001336,1,300,238,397,321,97,83,8051
001337,1,233,75,286,114,53,39,2067
001338,1,281,73,317,112,36,39,1404
001339,1,208,121,281,181,73,60,4380
001340,1,196,68,269,131,73,63,4599
001341,1,269,45,414,194,145,149,21605
001342,1,244,171,338,279,94,108,10152
001343,1,362,154,441,242,79,88,6952
001344,1,330,142,437,226,107,84,8988
001345,1,177,111,330,275,153,164,25092
001346,1,275,98,434,223,159,125,19875
001347,1,411,184,456,252,45,68,3060
001348,1,244,129,346,240,102,111,11322
001349,1,301,156,469,306,168,150,25200
001350,1,284,106,374,178,90,72,6480
001351,1,384,99,472,187,88,88,7744
001352,1,184,88,265,146,81,58,4698
001353,1,313,113,466,289,153,176,26928
001354,1,242,93,421,301,179,208,37232
001355,1,290,177,527,338,237,161,38157
001356,1,482,191,555,274,73,83,6059
001357,1,336,54,445,122,109,68,7412
001358,1,319,78,418,143,99,65,6435
001359,1,341,180,513,374,172,194,33368
001360,1,385,163,492,267,107,104,11128
001361,1,303,159,420,282,117,123,14391
001362,1,128,97,326,252,198,155,30690
001363,1,454,191,502,255,48,64,3072
001364,1,243,184,296,259,53,75,3975
001365,1,280,179,356,275,76,96,7296
001366,1,401,117,591,241,190,124,23560
001367,1,233,179,368,294,135,115,15525
001368,1,431,172,561,288,130,116,15080
001369,1,378,187,502,290,124,103,12772
001370,1,333,170,482,275,149,105,15645
001371,1,233,149,313,233,80,84,6720
001372,1,463,305,563,407,100,102,10200
001373,1,325,165,396,255,71,90,6390
001374,1,106,160,240,331,134,171,22914
001375,1,185,133,321,303,136,170,23120
001376,1,181,187,280,279,99,92,9108
001377,1,393,175,502,278,109,103,11227
001378,1,333,191,441,271,108,80,8640
001379,1,227,179,398,328,171,149,25479
001380,1,344,174,453,271,109,97,10573
001381,1,412,119,488,223,76,104,7904
001382,1,273,105,366,202,93,97,9021
001383,1,353,111,444,216,91,105,9555
001384,1,262,57,365,153,103,96,9888
001385,1,243,127,669,370,426,243,103518
001386,1,253,67,364,124,111,57,6327
001387,1,185,70,275,124,90,54,4860
001388,1,363,240,435,363,72,123,8856
001389,1,204,242,319,374,115,132,15180
001390,1,312,159,421,268,109,109,11881
001391,1,390,61,497,158,107,97,10379
001392,1,549,129,674,259,125,130,16250
001393,1,155,171,320,328,165,157,25905
001394,1,280,181,351,239,71,58,4118
001395,1,342,135,478,258,136,123,16728
001396,1,215,118,268,172,53,54,2862
001397,1,251,147,412,250,161,103,16583
001398,1,477,219,543,272,66,53,3498
001399,1,300,127,441,266,141,139,19599
001400,1,276,94,374,184,98,90,8820
001401,1,214,99,338,183,124,84,10416
001402,1,438,269,544,390,106,121,12826
001403,1,557,316,689,413,132,97,12804
001404,1,40,29,460,334,420,305,128100
001405,1,370,164,520,250,150,86,12900
001406,1,352,122,497,246,145,124,17980
001407,1,299,93,462,256,163,163,26569
001408,1,223,50,561,311,338,261,88218
001409,1,144,53,657,304,513,251,128763
001410,1,114,54,643,331,529,277,146533
001411,1,308,79,663,292,355,213,75615
001412,1,357,77,617,267,260,190,49400
001413,1,268,133,418,266,150,133,19950
001414,1,153,130,277,264,124,134,16616
001415,1,275,151,385,264,110,113,12430
001416,1,354,146,445,274,91,128,11648
001417,1,303,102,428,210,125,108,13500
001418,1,392,113,550,230,158,117,18486
001419,1,283,158,354,211,71,53,3763
001420,1,204,146,442,306,238,160,38080
001421,1,241,59,372,150,131,91,11921
001422,1,261,69,382,155,121,86,10406
001423,1,346,164,431,272,85,108,9180
001424,1,367,133,430,204,63,71,4473
001425,1,198,105,343,201,145,96,13920
001426,1,305,106,463,230,158,124,19592
001427,1,314,258,449,355,135,97,13095
001428,1,287,115,362,236,75,121,9075
001429,1,259,102,376,216,117,114,13338
001430,1,250,116,386,211,136,95,12920
001431,1,325,115,390,201,65,86,5590
001432,1,57,76,165,179,108,103,11124
001433,1,165,74,269,177,104,103,10712
001434,1,209,78,325,155,116,77,8932
001435,1,276,119,369,184,93,65,6045
001436,1,255,107,369,200,114,93,10602
001437,1,247,98,337,155,90,57,5130
001438,1,188,131,320,254,132,123,16236
001439,1,280,106,400,227,120,121,14520
001440,1,428,134,482,203,54,69,3726
001441,1,166,65,245,152,79,87,6873
001442,1,208,169,330,303,122,134,16348
001443,1,286,143,509,376,223,233,51959
001444,1,202,74,321,155,119,81,9639
001445,1,160,206,387,331,227,125,28375
001446,1,376,88,530,184,154,96,14784
001447,1,410,264,518,360,108,96,10368
001448,1,315,117,450,251,135,134,18090
001449,1,138,222,410,367,272,145,39440
001450,1,397,87,578,214,181,127,22987
001451,1,509,83,681,211,172,128,22016
001452,1,289,222,523,377,234,155,36270
001453,1,546,290,662,395,116,105,12180
001454,1,265,117,356,218,91,101,9191
001455,1,244,115,361,227,117,112,13104
001456,1,338,118,400,190,62,72,4464
001457,1,414,214,509,317,95,103,9785
001458,1,223,218,326,325,103,107,11021
001459,1,263,208,346,314,83,106,8798
001460,1,331,81,490,194,159,113,17967
001461,1,246,170,495,349,249,179,44571
001462,1,326,230,514,430,188,200,37600
001463,1,317,227,573,433,256,206,52736
001464,1,327,242,544,444,217,202,43834
001465,1,301,167,377,243,76,76,5776
001466,1,291,105,426,234,135,129,17415
001467,1,308,121,410,254,102,133,13566
001468,1,346,167,405,235,59,68,4012
001469,1,225,114,397,265,172,151,25972
001470,1,437,157,496,226,59,69,4071
001471,1,384,117,489,226,105,109,11445
001472,1,297,110,406,226,109,116,12644
001473,1,319,118,429,247,110,129,14190
001474,1,406,117,472,191,66,74,4884
001475,1,244,125,332,218,88,93,8184
001476,1,244,131,325,211,81,80,6480
001477,1,244,91,448,259,204,168,34272
001478,1,187,66,452,235,265,169,44785
001479,1,233,150,500,299,267,149,39783
001480,1,485,157,607,309,122,152,18544
001481,1,209,207,326,289,117,82,9594
001482,1,229,168,421,299,192,131,25152
001483,1,235,164,372,343,137,179,24523
001484,1,192,171,288,296,96,125,12000
001485,1,300,138,386,263,86,125,10750
001486,1,265,158,350,284,85,126,10710
001487,1,337,156,446,291,109,135,14715
001488,1,222,73,317,160,95,87,8265
001489,1,307,214,384,329,77,115,8855
001490,1,440,51,496,134,56,83,4648
001491,1,402,82,473,139,71,57,4047
001492,1,429,67,494,139,65,72,4680
001493,1,283,89,409,184,126,95,11970
001494,1,324,231,476,391,152,160,24320
001495,1,189,114,288,203,99,89,8811
001496,1,143,81,346,224,203,143,29029
001497,1,82,79,295,217,213,138,29394
001498,1,219,81,337,178,118,97,11446
001499,1,267,94,353,199,86,105,9030
001500,1,345,67,466,171,121,104,12584
001501,1,307,76,422,165,115,89,10235
001502,1,276,74,409,188,133,114,15162
001503,1,295,73,412,174,117,101,11817
001504,1,304,81,420,175,116,94,10904
001505,1,366,213,450,294,84,81,6804
001506,1,136,183,235,270,99,87,8613
001507,1,519,123,622,211,103,88,9064
001508,1,266,98,381,221,115,123,14145
001509,1,493,119,571,217,78,98,7644
001510,1,345,34,562,235,217,201,43617
001511,1,345,39,585,262,240,223,53520
001512,1,239,231,370,343,131,112,14672
001513,1,168,255,316,381,148,126,18648
001514,1,353,42,459,153,106,111,11766
001515,1,376,59,476,147,100,88,8800
001516,1,224,58,357,164,133,106,14098
001517,1,277,104,366,194,89,90,8010
001518,1,132,51,418,291,286,240,68640
001519,1,248,138,374,219,126,81,10206
001520,1,238,139,378,229,140,90,12600
001521,1,176,61,579,283,403,222,89466
001522,1,320,207,447,333,127,126,16002
001523,1,309,164,431,286,122,122,14884
001524,1,149,38,362,171,213,133,28329
001525,1,104,30,340,168,236,138,32568
001526,1,361,231,425,309,64,78,4992
001527,1,506,177,614,294,108,117,12636
001528,1,531,81,648,196,117,115,13455
001529,1,183,189,264,270,81,81,6561
001530,1,365,69,520,186,155,117,18135
001531,1,271,108,414,247,143,139,19877
001532,1,204,66,372,242,168,176,29568
001533,1,193,79,362,240,169,161,27209
001534,1,185,194,287,278,102,84,8568
001535,1,215,122,364,231,149,109,16241
001536,1,325,194,498,310,173,116,20068
001537,1,400,200,473,307,73,107,7811
001538,1,336,240,436,343,100,103,10300
001539,1,345,247,426,339,81,92,7452
001540,1,260,59,523,255,263,196,51548
001541,1,265,54,488,246,223,192,42816
001542,1,126,61,615,336,489,275,134475
001543,1,208,148,256,215,48,67,3216
001544,1,347,134,414,226,67,92,6164
001545,1,106,168,197,248,91,80,7280
001546,1,362,124,464,210,102,86,8772
001547,1,250,143,414,232,164,89,14596
001548,1,262,126,357,218,95,92,8740
001549,1,297,92,546,272,249,180,44820
001550,1,181,184,404,316,223,132,29436
001551,1,340,163,546,309,206,146,30076
001552,1,151,85,320,228,169,143,24167
001553,1,199,91,312,230,113,139,15707
001554,1,103,112,221,206,118,94,11092
001555,1,189,117,313,240,124,123,15252
001556,1,202,62,260,111,58,49,2842
001557,1,346,75,461,228,115,153,17595
001558,1,380,79,472,200,92,121,11132
001559,1,228,123,311,204,83,81,6723
001560,1,212,123,312,223,100,100,10000
001561,1,255,74,370,180,115,106,12190
001562,1,409,77,518,172,109,95,10355
001563,1,288,105,418,204,130,99,12870
001564,1,436,94,547,176,111,82,9102
001565,1,276,89,394,164,118,75,8850
001566,1,432,87,535,168,103,81,8343
001567,1,392,142,484,216,92,74,6808
001568,1,334,151,409,228,75,77,5775
001569,1,289,77,361,172,72,95,6840
001570,1,337,59,424,150,87,91,7917
001571,1,112,25,501,303,389,278,108142
001572,1,327,123,406,215,79,92,7268
001573,1,235,115,421,298,186,183,34038
001574,1,172,30,458,264,286,234,66924
001575,1,201,13,574,268,373,255,95115
001576,1,123,11,412,247,289,236,68204
001577,1,236,18,606,270,370,252,93240
001578,1,289,190,404,335,115,145,16675
001579,1,220,58,434,252,214,194,41516
001580,1,257,26,505,222,248,196,48608
001581,1,300,119,448,278,148,159,23532
001582,1,222,113,298,182,76,69,5244
001583,1,203,172,454,332,251,160,40160
001584,1,169,148,350,335,181,187,33847
001585,1,334,125,437,270,103,145,14935
001586,1,323,109,485,315,162,206,33372
001587,1,392,129,549,278,157,149,23393
001588,1,422,120,575,265,153,145,22185
001589,1,300,148,380,254,80,106,8480
001590,1,143,155,254,267,111,112,12432
001591,1,155,155,241,278,86,123,10578
001592,1,222,79,479,213,257,134,34438
001593,1,232,137,288,210,56,73,4088
001594,1,349,95,460,191,111,96,10656
001595,1,282,186,373,292,91,106,9646
001596,1,202,198,294,294,92,96,8832
001597,1,404,57,645,214,241,157,37837
001598,1,64,82,322,216,258,134,34572
001599,1,295,111,397,196,102,85,8670
001600,1,267,47,488,155,221,108,23868
001601,1,337,107,559,267,222,160,35520
001602,1,100,69,563,377,463,308,142604
001603,1,164,38,674,319,510,281,143310
001604,1,256,102,384,203,128,101,12928
001605,1,295,146,443,282,148,136,20128
001606,1,282,131,421,244,139,113,15707
001607,1,152,57,518,251,366,194,71004
001608,1,87,65,474,282,387,217,83979
001609,1,136,140,206,199,70,59,4130
001610,1,172,149,240,206,68,57,3876
001611,1,373,69,592,221,219,152,33288
001612,1,95,83,294,226,199,143,28457
001613,1,218,184,322,289,104,105,10920
001614,1,249,238,346,339,97,101,9797
001615,1,234,223,346,299,112,76,8512
001616,1,351,284,451,366,100,82,8200
001617,1,289,245,404,325,115,80,9200
001618,1,284,240,392,336,108,96,10368
001619,1,522,147,580,214,58,67,3886
001620,1,376,191,450,299,74,108,7992
001621,1,481,167,572,237,91,70,6370
001622,1,303,163,381,232,78,69,5382
001623,1,248,214,322,318,74,104,7696
001624,1,317,158,392,248,75,90,6750
001625,1,505,113,559,179,54,66,3564
001626,1,326,119,421,195,95,76,7220
001627,1,244,86,325,166,81,80,6480
001628,1,369,93,477,178,108,85,9180
001629,1,232,73,332,159,100,86,8600
001630,1,337,142,533,335,196,193,37828
001631,1,246,120,441,323,195,203,39585
001632,1,284,234,382,351,98,117,11466
001633,1,467,160,514,220,47,60,2820
001634,1,91,153,176,228,85,75,6375
001635,1,313,133,542,246,229,113,25877
001636,1,309,124,492,250,183,126,23058
001637,1,417,180,474,250,57,70,3990
001638,1,285,140,362,214,77,74,5698
001639,1,366,163,428,264,62,101,6262
001640,1,96,65,212,154,116,89,10324
001641,1,259,84,371,179,112,95,10640
001642,1,323,164,470,319,147,155,22785
001643,1,353,154,432,239,79,85,6715
001644,1,305,159,372,231,67,72,4824
001645,1,72,94,412,293,340,199,67660
001646,1,209,137,424,344,215,207,44505
001647,1,360,110,477,255,117,145,16965
001648,1,388,133,522,235,134,102,13668
001649,1,362,95,470,180,108,85,9180
001650,1,168,188,394,357,226,169,38194
001651,1,107,158,410,328,303,170,51510
001652,1,409,134,460,180,51,46,2346
001653,1,329,125,506,235,177,110,19470
001654,1,284,110,460,234,176,124,21824
001655,1,444,118,615,197,171,79,13509
001656,1,288,99,418,236,130,137,17810
001657,1,291,99,425,250,134,151,20234
001658,1,281,107,412,247,131,140,18340
001659,1,365,129,562,246,197,117,23049
001660,1,360,147,537,278,177,131,23187
001661,1,294,159,449,291,155,132,20460
001662,1,237,158,336,290,99,132,13068
001663,1,394,218,534,343,140,125,17500
001664,1,449,149,526,245,77,96,7392
001665,1,275,147,585,512,310,365,113150
001666,1,179,217,255,299,76,82,6232
001667,1,486,198,584,298,98,100,9800
001668,1,262,145,328,227,66,82,5412
001669,1,312,160,444,271,132,111,14652
001670,1,176,98,267,180,91,82,7462
001671,1,88,144,169,236,81,92,7452
001672,1,188,49,473,187,285,138,39330
001673,1,425,71,575,200,150,129,19350
001674,1,407,130,504,224,97,94,9118
001675,1,275,82,627,384,352,302,106304
001676,1,387,113,502,211,115,98,11270
001677,1,409,164,502,251,93,87,8091
001678,1,377,144,428,199,51,55,2805
001679,1,236,125,297,259,61,134,8174
001680,1,337,135,440,240,103,105,10815
001681,1,240,176,323,244,83,68,5644
001682,1,222,164,304,245,82,81,6642
001683,1,177,165,330,298,153,133,20349
001684,1,195,168,324,315,129,147,18963
001685,1,214,86,292,164,78,78,6084
001686,1,478,185,608,329,130,144,18720
001687,1,319,241,381,309,62,68,4216
001688,1,371,101,458,199,87,98,8526
001689,1,209,101,373,234,164,133,21812
001690,1,358,115,493,218,135,103,13905
001691,1,224,125,339,259,115,134,15410
001692,1,201,188,296,258,95,70,6650
001693,1,164,29,378,188,214,159,34026
001694,1,42,53,708,468,666,415,276390
001695,1,1,71,718,472,717,401,287517
001696,1,287,71,559,219,272,148,40256
001697,1,191,119,369,283,178,164,29192
001698,1,394,129,533,238,139,109,15151
001699,1,283,126,404,206,121,80,9680
001700,1,204,71,308,171,104,100,10400
001701,1,232,111,284,187,52,76,3952
001702,1,127,117,209,210,82,93,7626
001703,1,142,123,203,202,61,79,4819
001704,1,183,106,260,208,77,102,7854
001705,1,102,118,169,222,67,104,6968
001706,1,538,121,609,187,71,66,4686
001707,1,446,98,547,166,101,68,6868
001708,1,430,136,538,227,108,91,9828
001709,1,311,139,519,347,208,208,43264
001710,1,457,116,561,221,104,105,10920
001711,1,306,140,423,237,117,97,11349
001712,1,363,180,563,343,200,163,32600
001713,1,229,83,509,331,280,248,69440
001714,1,378,118,438,167,60,49,2940
001715,1,136,175,201,284,65,109,7085
001716,1,90,81,373,433,283,352,99616
001717,1,173,134,482,333,309,199,61491
001718,1,212,129,537,315,325,186,60450
001719,1,220,97,542,377,322,280,90160
001720,1,201,83,289,164,88,81,7128
001721,1,193,1,515,206,322,205,66010
001722,1,349,63,529,188,180,125,22500
001723,1,136,1,500,211,364,210,76440
001724,1,325,81,502,236,177,155,27435
001725,1,316,329,406,401,90,72,6480
001726,1,269,304,376,397,107,93,9951
001727,1,248,120,493,350,245,230,56350
001728,1,242,144,520,355,278,211,58658
001729,0,45,50,407,191,362,141,51042
001730,0,297,83,485,189,188,106,19928
001731,0,215,154,417,301,202,147,29694
001732,0,432,130,509,185,77,55,4235
001733,0,487,159,541,201,54,42,2268
001734,0,408,137,454,174,46,37,1702
001735,0,386,130,443,180,57,50,2850
001736,0,438,132,489,181,51,49,2499
001737,0,386,198,436,234,50,36,1800
001738,0,309,189,363,234,54,45,2430
001739,0,179,190,335,268,156,78,12168
001740,0,184,103,225,147,41,44,1804
001741,0,219,103,293,148,74,45,3330
001742,0,372,218,427,267,55,49,2695
001743,0,256,228,319,269,63,41,2583
001744,1,436,163,607,386,171,223,38133
001745,0,326,187,376,217,50,30,1500
001746,1,401,141,602,347,201,206,41406
001747,1,262,144,483,356,221,212,46852
001748,1,323,65,438,207,115,142,16330
001749,1,400,82,538,226,138,144,19872
001750,0,147,52,511,319,364,267,97188
001751,0,310,74,365,113,55,39,2145
001752,0,162,71,424,210,262,139,36418
001753,0,434,217,548,297,114,80,9120
001754,0,363,207,451,284,88,77,6776
001755,0,381,158,453,215,72,57,4104
001756,0,198,99,384,251,186,152,28272
001757,1,433,76,568,220,135,144,19440
001758,0,229,186,295,232,66,46,3036
001759,0,252,153,330,229,78,76,5928
001760,1,233,118,355,254,122,136,16592
001761,1,409,116,529,241,120,125,15000
001762,0,331,111,551,201,220,90,19800
001763,0,339,59,566,196,227,137,31099
001764,0,207,137,283,180,76,43,3268
001765,0,163,133,244,177,81,44,3564
001766,0,318,121,434,204,116,83,9628
001767,0,270,124,376,217,106,93,9858
001768,0,95,90,509,417,414,327,135378
001769,0,337,198,418,230,81,32,2592
001770,0,346,145,599,346,253,201,50853
001771,0,196,191,245,232,49,41,2009
001772,0,450,190,506,236,56,46,2576
001773,0,306,158,386,214,80,56,4480
001774,1,81,88,191,186,110,98,10780
001775,0,399,300,421,348,22,48,1056
001776,0,310,246,347,287,37,41,1517
001777,1,373,160,494,292,121,132,15972
001778,1,373,163,480,263,107,100,10700
001779,0,505,256,679,369,174,113,19662
001780,0,262,248,341,308,79,60,4740
001781,0,298,115,373,155,75,40,3000
001782,0,495,133,558,181,63,48,3024
001783,0,340,108,419,166,79,58,4582
001784,0,278,196,350,240,72,44,3168
001785,0,207,169,487,321,280,152,42560
001786,0,279,138,582,388,303,250,75750
001787,0,335,69,393,108,58,39,2262
001788,1,125,118,231,223,106,105,11130
001789,1,387,155,526,329,139,174,24186
001790,0,247,130,443,341,196,211,41356
001791,0,230,171,382,259,152,88,13376
001792,0,106,80,403,277,297,197,58509
001793,0,300,125,426,181,126,56,7056
001794,0,338,235,396,301,58,66,3828
001795,0,116,169,147,218,31,49,1519
001796,0,338,175,387,209,49,34,1666
001797,0,406,194,454,232,48,38,1824
001798,0,457,201,504,244,47,43,2021
001799,0,366,141,446,211,80,70,5600
001800,0,307,71,454,171,147,100,14700
001801,0,162,91,627,352,465,261,121365
001802,0,160,181,265,246,105,65,6825
001803,0,303,101,566,281,263,180,47340
001804,1,285,182,430,362,145,180,26100
001805,1,355,193,487,332,132,139,18348
001806,0,45,182,102,226,57,44,2508
001807,0,82,185,131,216,49,31,1519
001808,1,238,162,298,216,60,54,3240
001809,1,192,152,271,203,79,51,4029
001810,1,218,142,349,221,131,79,10349
001811,0,240,114,396,185,156,71,11076
001812,0,533,85,643,154,110,69,7590
001813,0,223,86,421,242,198,156,30888
001814,0,280,84,475,253,195,169,32955
001815,0,323,139,484,235,161,96,15456
001816,0,137,159,180,198,43,39,1677
001817,0,176,109,356,213,180,104,18720
001818,0,158,61,541,345,383,284,108772
001819,0,261,195,508,324,247,129,31863
001820,1,224,150,349,233,125,83,10375
001821,1,342,153,416,216,74,63,4662
001822,1,238,167,329,251,91,84,7644
001823,0,126,124,183,162,57,38,2166
001824,0,400,122,459,184,59,62,3658
001825,1,345,176,438,260,93,84,7812
001826,0,309,153,449,230,140,77,10780
001827,1,271,167,353,247,82,80,6560
001828,0,25,148,324,262,299,114,34086
001829,0,418,99,517,163,99,64,6336
001830,0,488,240,568,296,80,56,4480
001831,0,341,190,390,227,49,37,1813
001832,0,422,92,563,214,141,122,17202
001833,0,190,105,248,145,58,40,2320
001834,0,157,93,228,137,71,44,3124
001835,0,203,39,315,113,112,74,8288
001836,0,270,102,381,181,111,79,8769
001837,0,399,196,442,244,43,48,2064
001838,0,388,125,617,296,229,171,39159
001839,1,410,126,593,271,183,145,26535
001840,1,423,103,593,280,170,177,30090
001841,1,532,108,589,177,57,69,3933
001842,1,447,75,654,264,207,189,39123
001843,0,400,102,501,174,101,72,7272
001844,0,341,104,399,149,58,45,2610
001845,0,313,87,553,228,240,141,33840
001846,0,309,236,355,293,46,57,2622
001847,0,416,74,459,116,43,42,1806
001848,0,238,172,378,254,140,82,11480
001849,0,421,206,457,249,36,43,1548
001850,0,348,173,406,227,58,54,3132
001851,0,121,151,230,217,109,66,7194
001852,0,202,181,294,237,92,56,5152
001853,0,188,156,348,269,160,113,18080
001854,0,366,83,444,138,78,55,4290
001855,0,131,119,272,201,141,82,11562
001856,0,400,171,422,210,22,39,858
001857,0,339,145,392,208,53,63,3339
001858,0,428,248,554,314,126,66,8316
001859,0,428,118,568,202,140,84,11760
001860,0,272,127,368,178,96,51,4896
001861,1,255,157,409,285,154,128,19712
001862,0,423,286,613,449,190,163,30970
001863,0,165,106,267,157,102,51,5202
001864,0,327,177,412,243,85,66,5610
001865,0,393,154,475,222,82,68,5576
001866,0,306,130,354,181,48,51,2448
001867,0,208,118,324,204,116,86,9976
001868,0,275,133,390,234,115,101,11615
001869,0,226,104,295,147,69,43,2967
001870,1,407,85,563,189,156,104,16224
001871,0,283,181,346,252,63,71,4473
001872,0,511,115,627,189,116,74,8584
001873,0,313,86,528,220,215,134,28810
001874,0,400,116,555,198,155,82,12710
001875,0,317,179,433,245,116,66,7656
001876,0,267,135,395,230,128,95,12160
001877,0,151,140,246,208,95,68,6460
001878,0,239,122,353,224,114,102,11628
001879,0,323,79,496,237,173,158,27334
001880,0,327,109,593,295,266,186,49476
001881,0,163,120,528,446,365,326,118990
001882,0,483,123,520,153,37,30,1110
001883,0,266,30,393,122,127,92,11684
001884,1,357,99,411,163,54,64,3456
001885,0,355,106,421,140,66,34,2244
001886,0,266,108,452,212,186,104,19344
001887,0,296,125,382,200,86,75,6450
